relative_path,variable,storage_dtype,shape,definition,unit,semantic_status,missing_value_note
data/figure_source_data/835805ce15c0_snapshot_grid.npz,Y,float64,500x500,Cartesian y-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/835805ce15c0_snapshot_grid.npz,p_true,float64,500x500,IC-FERST reference pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/835805ce15c0_snapshot_grid.npz,p_pred,float64,500x500,PINN-predicted physical pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/835805ce15c0_snapshot_grid.npz,p_error,float64,500x500,"Signed pressure error, prediction minus reference",Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/835805ce15c0_snapshot_grid.npz,S_true,float64,500x500,IC-FERST reference CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/835805ce15c0_snapshot_grid.npz,S_pred,float64,500x500,PINN-predicted CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/835805ce15c0_snapshot_grid.npz,S_error,float64,500x500,"Signed CO2-saturation error, prediction minus reference",1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/835805ce15c0_snapshot_grid.npz,time_seconds,float64,scalar,Physical simulation time,s,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/835805ce15c0_snapshot_grid.npz,time_display,float64,scalar,Physical simulation time in the unit named by time_unit,see time_unit,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/835805ce15c0_snapshot_grid.npz,time_unit,<U4,scalar,Unit label for time_display,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/8549f324fe6d_snapshot_grid.npz,X,float64,500x500,Cartesian x-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/8549f324fe6d_snapshot_grid.npz,Y,float64,500x500,Cartesian y-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/8549f324fe6d_snapshot_grid.npz,p_true,float64,500x500,IC-FERST reference pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/8549f324fe6d_snapshot_grid.npz,p_pred,float64,500x500,PINN-predicted physical pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/8549f324fe6d_snapshot_grid.npz,p_error,float64,500x500,"Signed pressure error, prediction minus reference",Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/8549f324fe6d_snapshot_grid.npz,S_true,float64,500x500,IC-FERST reference CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/8549f324fe6d_snapshot_grid.npz,S_pred,float64,500x500,PINN-predicted CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/8549f324fe6d_snapshot_grid.npz,S_error,float64,500x500,"Signed CO2-saturation error, prediction minus reference",1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/8549f324fe6d_snapshot_grid.npz,time_seconds,float64,scalar,Physical simulation time,s,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/8549f324fe6d_snapshot_grid.npz,time_display,float64,scalar,Physical simulation time in the unit named by time_unit,see time_unit,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/8549f324fe6d_snapshot_grid.npz,time_unit,<U4,scalar,Unit label for time_display,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/87eedb8129c3_snapshot_grid.npz,X,float64,500x500,Cartesian x-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/87eedb8129c3_snapshot_grid.npz,Y,float64,500x500,Cartesian y-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/87eedb8129c3_snapshot_grid.npz,p_true,float64,500x500,IC-FERST reference pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/87eedb8129c3_snapshot_grid.npz,p_pred,float64,500x500,PINN-predicted physical pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/87eedb8129c3_snapshot_grid.npz,p_error,float64,500x500,"Signed pressure error, prediction minus reference",Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/87eedb8129c3_snapshot_grid.npz,S_true,float64,500x500,IC-FERST reference CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/87eedb8129c3_snapshot_grid.npz,S_pred,float64,500x500,PINN-predicted CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/87eedb8129c3_snapshot_grid.npz,S_error,float64,500x500,"Signed CO2-saturation error, prediction minus reference",1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/87eedb8129c3_snapshot_grid.npz,time_seconds,float64,scalar,Physical simulation time,s,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/87eedb8129c3_snapshot_grid.npz,time_display,float64,scalar,Physical simulation time in the unit named by time_unit,see time_unit,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/87eedb8129c3_snapshot_grid.npz,time_unit,<U4,scalar,Unit label for time_display,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/8d2ef6fb6d35_breakthrough_curves.csv,run_id,CSV text/parsed scalar,49232 rows,Archived run identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/8d2ef6fb6d35_breakthrough_curves.csv,exp_name,CSV text/parsed scalar,49232 rows,Experiment identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/8d2ef6fb6d35_breakthrough_curves.csv,training_strategy,CSV text/parsed scalar,49232 rows,Training-strategy identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/8d2ef6fb6d35_breakthrough_curves.csv,leave_out,CSV text/parsed scalar,49232 rows,Leave-one-out component identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/8d2ef6fb6d35_breakthrough_curves.csv,seed,CSV text/parsed scalar,49232 rows,Training random seed,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/8d2ef6fb6d35_breakthrough_curves.csv,time_s,CSV text/parsed scalar,49232 rows,Physical simulation time,s,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/8d2ef6fb6d35_breakthrough_curves.csv,s_true,CSV text/parsed scalar,49232 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/8d2ef6fb6d35_breakthrough_curves.csv,s_pred,CSV text/parsed scalar,49232 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,run_id,CSV text/parsed scalar,173664 rows,Archived run identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,exp_name,CSV text/parsed scalar,173664 rows,Experiment identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,training_strategy,CSV text/parsed scalar,173664 rows,Training-strategy identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,leave_out,CSV text/parsed scalar,173664 rows,Leave-one-out component identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,seed,CSV text/parsed scalar,173664 rows,Training random seed,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,time_index,CSV text/parsed scalar,173664 rows,Archived time-level index,index,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,time_s,CSV text/parsed scalar,173664 rows,Physical simulation time,s,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,ray_id,CSV text/parsed scalar,173664 rows,Ray identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,ray_index,CSV text/parsed scalar,173664 rows,Integer ray index,index,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,ray_angle_deg,CSV text/parsed scalar,173664 rows,Ray angle,degree,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,arclength,CSV text/parsed scalar,173664 rows,Physical arc length along the sampled ray,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,x,CSV text/parsed scalar,173664 rows,Physical x-coordinate,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,y,CSV text/parsed scalar,173664 rows,Physical y-coordinate,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,s_true,CSV text/parsed scalar,173664 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/98fb8735fa87_multiray_front_profiles.csv,s_pred,CSV text/parsed scalar,173664 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_M3_M4_paired.csv,ray_angle_deg,CSV text/parsed scalar,9 rows,Ray angle,degree,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_M3_M4_paired.csv,mean,CSV text/parsed scalar,9 rows,Arithmetic mean for the metric identified in the same record,metric-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_M3_M4_paired.csv,std,CSV text/parsed scalar,9 rows,Sample standard deviation for the paired sharpness-ratio change,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_M3_M4_paired.csv,count,CSV text/parsed scalar,9 rows,Number of observations contributing to the summary,count,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_M6_M7_paired.csv,ray_angle_deg,CSV text/parsed scalar,9 rows,Ray angle,degree,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_M6_M7_paired.csv,mean,CSV text/parsed scalar,9 rows,Arithmetic mean for the metric identified in the same record,metric-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_M6_M7_paired.csv,std,CSV text/parsed scalar,9 rows,Sample standard deviation for the paired sharpness-ratio change,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_M6_M7_paired.csv,count,CSV text/parsed scalar,9 rows,Number of observations contributing to the summary,count,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_source.csv,exp_name,CSV text/parsed scalar,8 rows,Experiment identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_source.csv,sharpness_ratio_mean,CSV text/parsed scalar,8 rows,Mean predicted/reference peak saturation-gradient ratio,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_source.csv,sharpness_ratio_std,CSV text/parsed scalar,8 rows,Sample standard deviation of the sharpness ratio,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_source_byray.csv,ray_angle_deg,CSV text/parsed scalar,9 rows,Ray angle,degree,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_source_byray.csv,delta_sharpness_M3_to_M4,CSV text/parsed scalar,9 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure10_source_byray.csv,delta_sharpness_M6_to_M7,CSV text/parsed scalar,9 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11a_source.csv,partition,CSV text/parsed scalar,14 rows,Label-partition identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11a_source.csv,model,CSV text/parsed scalar,14 rows,Model-configuration identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11a_source.csv,heldout_mean,CSV text/parsed scalar,14 rows,Four-seed mean of held-out saturation relative L2 error,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11a_source.csv,heldout_SD,CSV text/parsed scalar,14 rows,Sample standard deviation of held-out saturation relative L2 error,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11a_source.csv,gap,CSV text/parsed scalar,14 rows,Held-out minus in-sample saturation relative L2 error,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11a_source.csv,mode,CSV text/parsed scalar,14 rows,Partition or training mode,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11a_source.csv,kept_pct,CSV text/parsed scalar,14 rows,Nominal percentage of supervised labels retained,%,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11a_source.csv,heldout,CSV text/parsed scalar,14 rows,Held-out-label specification,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,study,CSV text/parsed scalar,88 rows,Study identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,run_id,CSV text/parsed scalar,88 rows,Archived run identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,exp,CSV text/parsed scalar,88 rows,One-dimensional experiment identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,seed,CSV text/parsed scalar,88 rows,Training random seed,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,n_labels,CSV text/parsed scalar,88 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,fourier,CSV text/parsed scalar,88 rows,Boolean configuration or validity flag,boolean,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,use_rar,CSV text/parsed scalar,88 rows,Boolean configuration or validity flag,boolean,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,use_fv,CSV text/parsed scalar,88 rows,Boolean configuration or validity flag,boolean,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,rar_points,CSV text/parsed scalar,88 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,fv_cells,CSV text/parsed scalar,88 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,relL2_S,CSV text/parsed scalar,88 rows,CO2-saturation relative L2 error,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,front_band_RMSE,CSV text/parsed scalar,88 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,E_front_shockpos,CSV text/parsed scalar,88 rows,Root-mean-square shock-position error in the nondimensional one-dimensional problem,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,E_bt,CSV text/parsed scalar,88 rows,Absolute breakthrough-time error in the nondimensional one-dimensional problem,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,W_front_pred,CSV text/parsed scalar,88 rows,Predicted front thickness in the nondimensional one-dimensional problem,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,S_star,CSV text/parsed scalar,88 rows,Analytical Welge shock saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,v_shock,CSV text/parsed scalar,88 rows,Analytical nondimensional shock speed,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure11b_source.csv,t_bt_true,CSV text/parsed scalar,88 rows,Analytical nondimensional breakthrough time,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure1_schematic_profiles.csv,schematic_position,CSV text/parsed scalar,400 rows,Illustrative normalized position used only in the schematic,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure1_schematic_profiles.csv,illustrative_sharp,CSV text/parsed scalar,400 rows,Illustrative sharp saturation profile; not model output,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure1_schematic_profiles.csv,broadened_shifted,CSV text/parsed scalar,400 rows,Illustrative broadened and shifted saturation profile; not model output,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure2_curves.csv,S,CSV text/parsed scalar,801 rows,CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure2_curves.csv,krw,CSV text/parsed scalar,801 rows,Brine relative permeability,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure2_curves.csv,krc,CSV text/parsed scalar,801 rows,CO2 relative permeability,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure2_curves.csv,fc,CSV text/parsed scalar,801 rows,CO2 fractional flow,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure6_manifest.csv,row,CSV text/parsed scalar,4 rows,Figure-row identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure6_manifest.csv,quantity,CSV text/parsed scalar,4 rows,Displayed physical quantity,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure6_manifest.csv,time_days,CSV text/parsed scalar,4 rows,Physical simulation time,d,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure6_manifest.csv,above_color_limit_percent,CSV text/parsed scalar,4 rows,Percentage of valid grid points beyond the displayed error colour limit,%,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure6_manifest.csv,max_absolute_error,CSV text/parsed scalar,4 rows,Maximum absolute error on the selected display grid,quantity-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure7_SD.csv,role,CSV text/parsed scalar,8 rows,Model role in the cumulative construction,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure7_SD.csv,S_rel_l2,CSV text/parsed scalar,8 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure7_SD.csv,S_RMSE_front_band,CSV text/parsed scalar,8 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure7_SD.csv,p_phys_RMSE_MPa,CSV text/parsed scalar,8 rows,Physical-pressure root-mean-square error,MPa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure7_SD.csv,local_FV_CO2_RMSE,CSV text/parsed scalar,8 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure7_mean.csv,role,CSV text/parsed scalar,8 rows,Model role in the cumulative construction,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure7_mean.csv,S_rel_l2,CSV text/parsed scalar,8 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure7_mean.csv,S_RMSE_front_band,CSV text/parsed scalar,8 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure7_mean.csv,p_phys_RMSE_MPa,CSV text/parsed scalar,8 rows,Physical-pressure root-mean-square error,MPa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure7_mean.csv,local_FV_CO2_RMSE,CSV text/parsed scalar,8 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure8_SD_percent.csv,,CSV text/parsed scalar,6 rows,Unlabelled first CSV column containing the displayed deletion-row labels,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure8_SD_percent.csv,front_band_RMSE_pooled,CSV text/parsed scalar,6 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure8_SD_percent.csv,contour_chamfer_S018,CSV text/parsed scalar,6 rows,Paired percentage change in conditional front-contour Chamfer distance at the archived saturation threshold,%,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/Figure8_SD_percent.csv,front_position_abs_err,CSV text/parsed scalar,6 rows,Paired percentage change in absolute front-position error,%,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
